pore_number,N,Canonical_STRONGs,radius,Canonical_STRONG_radius,barrier_CO2,barrier_N2,barrier_O2
100774,19,AAFFFZFAAFFFZFFZFFACAFZFFZFZFZFFFZFZFFFACCAFFFZF,1.61,162AAFFFZFAAFFFZFFZFFACAFZFFZFZFZFFFZFZFFFACCAFFFZF,23.01,19.73,14.94
100776,19,AAFFFZFZFACAFZFFFZFFZFZFZFFFAAFZFFFACCAFFFZFFZFF,1.61,162AAFFFZFZFACAFZFFFZFFZFZFZFFFAAFZFFFACCAFFFZFFZFF,39.37,33.50,26.42
100783,19,AAFFFZFFZFZFFFACCAFFFZFAAFFFZFZFZFFFZFFACAFZFFZF,1.61,162AAFFFZFFZFZFFFACCAFFFZFAAFFFZFZFZFFFZFFACAFZFFZF,28.54,26.71,19.25
100843,19,AAFFFZFZFAAFZFFZFZFFZFFFZFAAFZFZFFFACCAFFFZFFZFF,1.61,162AAFFFZFZFAAFZFFZFZFFZFFFZFAAFZFZFFFACCAFFFZFFZFF,33.28,29.54,22.65
100846,19,AAFFZFAAFZFFZFZFFZFFZFFFACCAFFFZFZFAAFFZFZFFFZFF,1.61,162AAFFZFAAFZFFZFZFFZFFZFFFACCAFFFZFZFAAFFZFZFFFZFF,21.84,20.52,14.47
100849,19,AAFFFZFFZFFAAFZFZFFFACCAFFFZFFZFFAAFFFZFZFAAFZFF,1.61,162AAFFFZFFZFFAAFZFZFFFACCAFFFZFFZFFAAFFFZFZFAAFZFF,22.43,21.06,14.94
100853,19,AAFFFAAFFFACAFZFFZFZFFZFFZFFFACCAFFFZFZFAAFFZFFF,1.97,198AAFFFAAFFFACAFZFFZFZFFZFFZFFFACCAFFFZFZFAAFFZFFF,10.58,9.85,5.79
100864,19,AAFFFAAFFFACAFZFFZFZFFFZFFAAFZFZFFFACCAFFFZFFZFF,1.97,198AAFFFAAFFFACAFZFFZFZFFFZFFAAFZFZFFFACCAFFFZFFZFF,18.10,17.05,11.85
100894,19,AAFFFAAFFFZFZFFFACCAFFFZFZFAAFFFZFZFFFZFZFAAFZFF,1.97,198AAFFFAAFFFZFZFFFACCAFFFZFZFAAFFFZFZFFFZFZFAAFZFF,19.64,17.03,12.27
100895,19,AAFFFZFFZFZFFFACCAFFFZFZFAAFFFZFZFFFZFZFAAFZFFZF,1.61,162AAFFFZFFZFZFFFACCAFFFZFZFAAFFFZFZFFFZFZFAAFZFFZF,27.71,25.77,18.51
100897,19,AAFFFZFFAAFFFZFFACAFZFZFFFAAFFZFFZFFFACCAFFFZFZF,1.61,162AAFFFZFFAAFFFZFFACAFZFZFFFAAFFZFFZFFFACCAFFFZFZF,20.48,19.08,13.29
100905,19,AAFFFZFFZFZFFFACAFZFFZFAAFFFZFFZFZFFFACCAFFFZFZF,1.61,162AAFFFZFFZFZFFFACAFZFFZFAAFFFZFFZFZFFFACCAFFFZFZF,25.64,23.30,16.95
100908,19,AAFFFZFFACAFZFFZFFZFFFAAFZFZFFFACCAFFFZFZFFFZFZF,1.61,162AAFFFZFFACAFZFFZFFZFFFAAFZFZFFFACCAFFFZFZFFFZFZF,20.96,19.76,14.07
100946,19,AAFAAFFFZFFAAFFZFFZFFFACCAFFFZFZFZFZFZFFFZFFZFZF,1.61,162AAFAAFFFZFFAAFFZFFZFFFACCAFFFZFZFZFZFZFFFZFFZFZF,26.56,23.96,17.81
100947,19,AAFFFZFZFAAFZFZFFZFFFZFZFZFZFZFFFACCAFFFZFZFFFZF,1.61,162AAFFFZFZFAAFZFZFFZFFFZFZFZFZFZFFFACCAFFFZFZFFFZF,28.72,25.53,19.45
100956,19,AAFAAFFZFFFZFZFFZFZFZFZFFFACCAFFFZFZFFFZFZFZFFZF,1.61,162AAFAAFFZFFFZFZFFZFZFZFZFFFACCAFFFZFZFFFZFZFZFFZF,22.66,21.67,15.20
100960,19,AAFACAFFFZFZFZFZFFFZFZFFFACCAFFFZFZFZFZFFZFFZFFF,1.61,162AAFACAFFFZFZFZFZFFFZFZFFFACCAFFFZFZFZFZFFZFFZFFF,38.28,33.88,25.63
100963,19,AAFAAFFFZFFZFFZFZFZFZFFFACCAFFFZFFAAFFFZFFAAFFZF,1.61,162AAFAAFFFZFFZFFZFZFZFZFFFACCAFFFZFFAAFFFZFFAAFFZF,25.06,24.18,17.04
100967,19,AAFFFACAFZFZFFFAAFZFFFZFZFFFACCAFFFZFZFZFZFFZFFF,1.61,162AAFFFACAFZFZFFFAAFZFFFZFZFFFACCAFFFZFZFZFZFFZFFF,30.79,26.81,20.63
100970,19,AAFFFACAFZFFZFAAFFFZFFZFZFFFACCAFFFZFZFZFZFFZFFF,1.61,162AAFFFACAFZFFZFAAFFFZFFZFZFFFACCAFFFZFZFZFZFFZFFF,27.43,25.79,18.50
100975,19,AAFFFZFFAAFZFFFACAFZFZFFFZFFZFZFZFZFFFACCAFFFZFF,1.61,162AAFFFZFFAAFZFFFACAFZFZFFFZFFZFZFZFZFFFACCAFFFZFF,23.46,21.02,15.38
100981,19,AAFFZFAAFZFZFFFZFFZFZFZFZFFFACCAFFFZFFAAFFZFFFZF,1.61,162AAFFZFAAFZFZFFFZFFZFZFZFZFFFACCAFFFZFFAAFFZFFFZF,22.21,19.70,14.45
100984,19,AAFFFZFZFACAFZFFFZFFAAFFFZFZFZFZFFFACCAFFFZFFZFF,1.61,162AAFFFZFZFACAFZFFFZFFAAFFFZFZFZFZFFFACCAFFFZFFZFF,26.42,23.84,17.73
100991,19,AAFFFZFFACAFZFFZFAAFFFZFFZFZFFFACCAFFFZFZFZFZFFF,1.61,162AAFFFZFFACAFZFFZFAAFFFZFFZFZFFFACCAFFFZFZFZFZFFF,25.53,23.15,16.84
100992,19,AAFACAFFFZFZFFFZFZFZFZFFFACCAFFFZFFZFFAAFZFFFZFF,1.61,162AAFACAFFFZFZFFFZFZFZFZFFFACCAFFFZFFZFFAAFZFFFZFF,26.34,23.45,17.67
100997,19,AAFZFFFZFFZFACAFZFFZFFFZFZFZFZFFFACCAFFFZFFZFFZF,1.61,162AAFZFFFZFFZFACAFZFFZFFFZFZFZFZFFFACCAFFFZFFZFFZF,18.83,18.49,12.79
101004,19,AAFFZFFFACCAFFFZFZFZFZFFFZFFZFACAFFFZFAAFZFFFZFF,1.61,162AAFFZFFFACCAFFFZFZFZFZFFFZFFZFACAFFFZFAAFZFFFZFF,21.34,19.17,14.00
101007,19,AAFAAFFZFFZFFFACAFFZFFZFFFACCAFFFZFZFZFZFFFZFFZF,1.61,162AAFAAFFZFFZFFFACAFFZFFZFFFACCAFFFZFZFZFZFFFZFFZF,23.30,21.76,15.55
101008,19,AAFAAFFZFFFZFAAFZFFFZFZFFFACCAFFFZFZFZFZFFFZFFZF,1.61,162AAFAAFFZFFFZFAAFZFFFZFZFFFACCAFFFZFZFZFZFFFZFFZF,22.41,20.74,14.84
101021,19,AAFFFZFZFACAFZFFFZFZFFFAAFFZFZFZFFFACCAFFFZFFZFF,1.61,162AAFFFZFZFACAFZFFFZFZFFFAAFFZFZFZFFFACCAFFFZFFZFF,38.34,32.62,25.67
101025,19,AAFFFZFFZFFACAFZFZFFFAAFZFFFZFZFFFACCAFFFZFZFZFF,1.61,162AAFFFZFFZFFACAFZFZFFFAAFZFFFZFZFFFACCAFFFZFZFZFF,41.18,35.53,27.45
101031,19,AAFFFZFZFACAFZFFZFFFZFZFZFFZFZFZFFFACCAFFFZFFZFF,1.61,162AAFFFZFZFACAFZFFZFFFZFZFZFFZFZFZFFFACCAFFFZFFZFF,37.26,31.85,24.96
101050,19,AAFFZFACAFFFZFFZFFZFZFZFFFACCAFFFZFFAAFZFFFZFFZF,1.61,162AAFFZFACAFFFZFFZFFZFZFZFFFACCAFFFZFFAAFZFFFZFFZF,20.95,18.81,13.67
101052,19,AAFZFFZFFFZFZFACAFZFFFZFFZFZFZFFFACCAFFFZFFZFFZF,1.61,162AAFZFFZFFFZFZFACAFZFFFZFFZFZFZFFFACCAFFFZFFZFFZF,21.07,20.70,14.51
101060,19,AAFAAFFFZFFACAFZFFFZFFZFZFZFFFACCAFFFZFZFZFFFZFF,1.61,162AAFAAFFFZFFACAFZFFFZFFZFZFZFFFACCAFFFZFZFZFFFZFF,28.22,25.45,18.84
101071,19,AAFAAFFZFFFZFACAFFFZFFZFZFFFACCAFFFZFZFZFFZFFFZF,1.61,162AAFAAFFZFFFZFACAFFFZFFZFZFFFACCAFFFZFZFZFFZFFFZF,24.33,22.99,16.39
101081,19,AAFZFFZFFFZFZFACAFFZFFFZFZFZFFFACCAFFFZFZFFFZFZF,1.61,162AAFZFFZFFFZFZFACAFFZFFFZFZFZFFFACCAFFFZFZFFFZFZF,17.57,16.81,11.77
101090,19,AAFFZFFFACCAFFFZFZFZFFFZFFACAFFZFFFACCAFFFZFFZFF,1.61,162AAFFZFFFACCAFFFZFZFZFFFZFFACAFFZFFFACCAFFFZFFZFF,28.56,26.45,19.61
101116,19,AAFAAFFFZFFZFFZFAAFFZFFFACCAFFFZFZFZFFFZFFAAFZFF,1.61,162AAFAAFFFZFFZFFZFAAFFZFFFACCAFFFZFZFZFFFZFFAAFZFF,24.43,21.53,16.30
101123,19,AAFFFACAFZFFFZFZFFFACCAFFFZFFZFZFFFACCAFFFZFZFFF,1.97,198AAFFFACAFZFFFZFZFFFACCAFFFZFFZFZFFFACCAFFFZFZFFF,20.50,18.30,13.06
101124,19,AAFAAFFFZFFZFZFFFACCAFFFZFZFFZFFFACCAFFFZFZFFFZF,1.61,162AAFAAFFFZFFZFZFFFACCAFFFZFZFFZFFFACCAFFFZFZFFFZF,27.92,25.61,19.27
101126,19,AAFACAFFFZFFZFZFFFACCAFFFZFFZFFZFAAFZFFZFZFFFZFF,1.61,162AAFACAFFFZFFZFZFFFACCAFFFZFFZFFZFAAFZFFZFZFFFZFF,20.98,20.95,14.47
101134,19,ACAFFFZFFZFZFFFACCAFFFZFFZFZFFFACAFZFZFFFZFFZFZF,1.61,162ACAFFFZFFZFZFFFACCAFFFZFFZFZFFFACAFZFZFFFZFFZFZF,25.86,24.46,17.94
101150,19,AAFFZFFFACCAFFFZFZFFZFFFACAFFFZFACAFZFFFZFFZFZFF,1.61,162AAFFZFFFACCAFFFZFZFFZFFFACAFFFZFACAFZFFFZFFZFZFF,23.22,20.73,15.50
101163,19,AAFACAFFZFFFZFZFFZFAAFZFFFZFZFFFACCAFFFZFZFFZFFF,1.61,162AAFACAFFZFFFZFZFFZFAAFZFFFZFZFFFACCAFFFZFZFFZFFF,31.80,29.32,21.68
101165,19,AAFAAFFFZFFZFZFFFACAFAAFFFZFFZFZFFFACCAFFFZFFZFF,1.61,162AAFAAFFFZFFZFZFFFACAFAAFFFZFFZFZFFFACCAFFFZFFZFF,28.90,26.37,19.89
101186,19,AAFFAAFFFZFZFFFZFACAFFZFAAFFFZFFZFZFFFACCAFFFZFF,1.61,162AAFFAAFFFZFZFFFZFACAFFZFAAFFFZFFZFZFFFACCAFFFZFF,22.53,19.84,14.88
101211,19,AAFFFACAFZFFFAAFFFZFFACAFZFFFZFZFFFACCAFFFZFZFFF,1.97,198AAFFFACAFZFFFAAFFFZFFACAFZFFFZFZFFFACCAFFFZFZFFF,19.23,17.18,12.12
101217,19,AAFFACAFZFFZFFFZFZFZFFAAFFZFFFACCAFFFZFZFFFAAFFF,1.97,198AAFFACAFZFFZFFFZFZFZFFAAFFZFFFACCAFFFZFZFFFAAFFF,19.89,17.56,12.45
101256,19,AAFFFACAFZFFFZFZFFFACCAFFFZFFZFFZFAAFZFZFFZFFFZF,1.61,162AAFFFACAFZFFFZFZFFFACCAFFFZFFZFFZFAAFZFZFFZFFFZF,23.18,21.07,15.77
101267,19,AAFFZFFFACCAFFFZFZFFFZFACAFFFZFZFFFZFACAFZFFFZFF,1.61,162AAFFZFFFACCAFFFZFZFFFZFACAFFFZFZFFFZFACAFZFFFZFF,25.72,22.94,17.52
101281,19,AAFAAFFFZFFZFZFFFACAFZFZFFFZFZFFFACCAFFFZFZFFFZF,1.61,162AAFAAFFFZFFZFZFFFACAFZFZFFFZFZFFFACCAFFFZFZFFFZF,23.02,21.96,15.88
101291,19,AAFAAFFFZFFZFFZFZFAAFZFFFZFZFFFACCAFFFZFZFFFZFZF,1.61,162AAFAAFFFZFFZFFZFZFAAFZFFFZFZFFFACCAFFFZFZFFFZFZF,18.41,18.01,12.52
101293,19,AAFFFZFFACAFZFZFFFZFFZFZFAAFZFFFZFZFFFACCAFFFZFF,1.61,162AAFFFZFFACAFZFZFFFZFFZFZFAAFZFFFZFZFFFACCAFFFZFF,17.99,17.00,12.04
101321,19,AAFAAFFFZFFZFFZFZFAAFZFFFAAFZFFFZFZFFFACCAFFFZFF,1.61,162AAFAAFFFZFFZFFZFZFAAFZFFFAAFZFFFZFZFFFACCAFFFZFF,28.98,26.08,19.76
101337,19,AAFFFACAFFZFFZFFFACCAFFFZFZFFFZFZFACAFFFAAFFFZFF,1.97,198AAFFFACAFFZFFZFFFACCAFFFZFZFFFZFZFACAFFFAAFFFZFF,14.13,12.37,8.32
101358,19,AAFFZFFFACCAFFFZFZFFFZFZFZFFACAFZFZFFFZFFZFZFZFF,1.61,162AAFFZFFFACCAFFFZFZFFFZFZFZFFACAFZFZFFFZFFZFZFZFF,23.69,20.77,15.76
101361,19,AAFFFZFAAFFZFFFACCAFFFZFZFFFZFZFZFFACAFZFFZFFFZF,1.61,162AAFFFZFAAFFZFFFACCAFFFZFZFFFZFZFZFFACAFZFFZFFFZF,20.09,17.81,13.15
101363,19,AAFFZFFFACAFFZFFFACCAFFFZFZFFFZFZFZFFACAFZFFFZFF,1.61,162AAFFZFFFACAFFZFFFACCAFFFZFZFFFZFZFZFFACAFZFFFZFF,26.29,23.54,17.86
101375,19,AAFAAFFZFFFAAFFFZFZFAAFFZFFFACCAFFFZFZFFFZFZFZFF,1.61,162AAFAAFFZFFFAAFFFZFZFAAFFZFFFACCAFFFZFZFFFZFZFZFF,20.64,18.48,13.56
101384,19,AAFFFACAFFZFFFACCAFFFZFZFFFZFZFZFFAAFZFZFZFFFZFF,1.61,162AAFFFACAFFZFFFACCAFFFZFZFFFZFZFZFFAAFZFZFZFFFZFF,21.30,19.61,14.20
101386,19,AAFFFZFZFAAFFZFZFZFFFZFZFFFACCAFFFZFFACAFZFFFZFF,1.61,162AAFFFZFZFAAFFZFZFZFFFZFZFFFACCAFFFZFFACAFZFFFZFF,23.54,21.35,15.46
101392,19,AAFFFAAFFFZFFZFACAFFZFFFACCAFFFZFFZFFZFZFFAAFZFF,1.61,162AAFFFAAFFFZFFZFACAFFZFFFACCAFFFZFFZFFZFZFFAAFZFF,22.15,20.04,14.73
101398,19,AAFFFZFZFFFZFACAFFZFFFACCAFFFZFFZFFZFZFFACAFFFZF,1.61,162AAFFFZFZFFFZFACAFFZFFFACCAFFFZFFZFFZFZFFACAFFFZF,24.25,21.29,16.08
101399,19,AAFFFZFAAFZFFAAFFFZFZFFFZFACAFFZFFFACCAFFFZFFZFF,1.61,162AAFFFZFAAFZFFAAFFFZFZFFFZFACAFFZFFFACCAFFFZFFZFF,21.92,20.36,14.71
101419,19,AAFFAAFFZFFFAAFFZFFFACCAFFFZFFACAFFZFFZFFFAAFFZF,1.61,162AAFFAAFFZFFFAAFFZFFFACCAFFFZFFACAFFZFFZFFFAAFFZF,20.60,18.53,13.41
101435,19,AAFAAFFFAAFFFZFFAAFFFACAFFZFFFACCAFFFZFFZFFZFZFF,1.97,198AAFAAFFFAAFFFZFFAAFFFACAFFZFFFACCAFFFZFFZFFZFZFF,12.90,11.33,7.30
101465,19,AAFAAFFZFFFACCAFFFZFFZFFZFZFFAAFZFZFFAAFFFZFFZFF,1.61,162AAFAAFFZFFFACCAFFFZFFZFFZFZFFAAFZFZFFAAFFFZFFZFF,22.56,20.33,15.03
101468,19,AAFAAFFZFFFACCAFFFZFFZFFZFZFFACAFFFAAFFZFZFFFZFF,1.61,162AAFAAFFZFFFACCAFFFZFFZFFZFZFFACAFFFAAFFZFZFFFZFF,26.47,22.96,17.57
101471,19,AAFAAFFFAAFFFZFFZFZFZFAAFFZFZFFZFFZFFFACCAFFFZFF,1.61,162AAFAAFFFAAFFFZFFZFZFZFAAFFZFZFFZFFZFFFACCAFFFZFF,28.99,24.99,19.12
101478,19,AAFAAFFFZFFZFZFFFAAFAAFZFFFAAFFZFFZFFFACCAFFFZFF,1.61,162AAFAAFFFZFFZFZFFFAAFAAFZFFFAAFFZFFZFFFACCAFFFZFF,38.30,32.78,25.81
101493,19,AAFFFZFAAFZFAAFFFZFFZFFZFZFAAFFZFFFACCAFFFZFFZFF,1.61,162AAFFFZFAAFZFAAFFFZFFZFFZFZFAAFFZFFFACCAFFFZFFZFF,23.69,21.25,15.80
101511,19,AAFAAFFZFFZFFFAAFFZFAAFFZFFFACCAFFFZFFZFFAAFFFZF,1.61,162AAFAAFFZFFZFFFAAFFZFAAFFZFFFACCAFFFZFFZFFAAFFFZF,21.34,19.43,14.16
101515,19,AAFAAFZFFFAAFFZFFZFFFACCAFFFZFFAAFZFFZFZFFZFFFZF,1.61,162AAFAAFZFFFAAFFZFFZFFFACCAFFFZFFAAFZFFZFZFFZFFFZF,40.07,34.05,27.03
101517,19,AAFACAFFFZFFAAFFZFFZFFFACCAFFFZFFAAFZFFZFZFFFZFF,1.61,162AAFACAFFFZFFAAFFZFFZFFFACCAFFFZFFAAFZFFZFZFFFZFF,25.23,23.39,17.15
101521,19,AAFFACAFFFAAFFFZFFZFAAFFZFFFACCAFFFZFFAAFFZFFFZF,1.61,162AAFFACAFFFAAFFFZFFZFAAFFZFFFACCAFFFZFFAAFFZFFFZF,31.40,26.71,20.71
101524,19,AAFFACAFFFZFFZFFAAFFZFFFACCAFFFZFFAAFZFFZFFFZFZF,1.61,162AAFFACAFFFZFFZFFAAFFZFFFACCAFFFZFFAAFZFFZFFFZFZF,21.26,19.68,14.05
101530,19,AAFFACAFZFFFZFFAAFFFZFAAFFZFFFACCAFFFZFFAAFFFZFF,1.61,162AAFFACAFZFFFZFFAAFFFZFAAFFZFFFACCAFFFZFFAAFFFZFF,24.62,22.21,16.34
101546,19,AAFFAAFFZFFFACCAFFFZFFZFZFFFAAFFACAFFAAFFFZFFZFF,1.61,162AAFFAAFFZFFFACCAFFFZFFZFZFFFAAFFACAFFAAFFFZFFZFF,33.09,29.38,22.40
101549,19,AAFFAAFFZFFFACCAFFFZFFAAFFFZFFAAFFACAFFZFZFFFZFF,1.61,162AAFFAAFFZFFFACCAFFFZFFAAFFFZFFAAFFACAFFZFZFFFZFF,20.87,18.61,13.70
101567,19,AAFAAFFFZFFZFFZFACAFZFFFZFFAAFFZFFFACCAFFFZFFZFF,1.61,162AAFAAFFFZFFZFFZFACAFZFFFZFFAAFFZFFFACCAFFFZFFZFF,24.61,22.01,16.41
101596,19,AAFFACAFFFZFZFFZFFFACCAFFFZFFZFFACAFZFFZFFFAAFFF,1.61,162AAFFACAFFFZFZFFZFFFACCAFFFZFFZFFACAFZFFZFFFAAFFF,35.52,30.54,23.80
101597,19,AAFFFZFFZFFZFACAFFZFFZFFFACCAFFFZFFZFZFFFACAFFZF,1.61,162AAFFFZFFZFFZFACAFFZFFZFFFACCAFFFZFFZFZFFFACAFFZF,24.88,22.04,16.84
101599,19,AAFACAFFZFFZFFFACCAFFFZFFZFFZFAAFFZFZFZFFZFFZFFF,1.61,162AAFACAFFZFFZFFFACCAFFFZFFZFFZFAAFFZFZFZFFZFFZFFF,30.48,26.55,20.69
101600,19,AAFFZFZFZFZFFFZFFZFZFACAFFZFFZFFFACCAFFFZFFZFFZF,1.61,162AAFFZFZFZFZFFFZFFZFZFACAFFZFFZFFFACCAFFFZFFZFFZF,20.76,19.01,14.03
101603,19,AAFFFZFAAFZFFZFFZFFFACCAFFFZFFZFFACAFZFZFFFZFFZF,1.61,162AAFFFZFAAFZFFZFFZFFFACCAFFFZFFZFFACAFZFZFFFZFFZF,21.81,20.01,14.84
101613,19,ACAFFFZFFACAFFZFFZFFFACCAFFFZFFZFFZFACAFFZFFZFFF,1.61,162ACAFFFZFFACAFFZFFZFFFACCAFFFZFFZFFZFACAFFZFFZFFF,20.59,18.32,13.49
101625,19,AAFAAFFZFFZFFFACCAFFFZFFZFFZFAAFZFFZFZFZFFFZFFZF,1.61,162AAFAAFFZFFZFFFACCAFFFZFFZFFZFAAFZFFZFZFZFFFZFFZF,21.60,20.05,14.66
101637,19,AAFAAFFFZFZFZFFFZFFAAFAAFZFFZFFZFFFACCAFFFZFFZFF,1.61,162AAFAAFFFZFZFZFFFZFFAAFAAFZFFZFFZFFFACCAFFFZFFZFF,23.05,21.59,15.75
101641,19,AAFAAFFFZFZFFZFFFAAFZFAAFFZFFZFFFACCAFFFZFFZFFZF,1.61,162AAFAAFFFZFZFFZFFFAAFZFAAFFZFFZFFFACCAFFFZFFZFFZF,23.09,21.81,15.83
101644,19,AAFFFZFFZFFZFZFZFAAFFZFFZFFFACCAFFFZFFZFFZFAAFZF,1.61,162AAFFFZFFZFFZFZFZFAAFFZFFZFFFACCAFFFZFFZFFZFAAFZF,20.45,19.51,13.91
101646,19,AAFFFACAFZFFZFFZFFFACCAFFFZFFZFFAAFZFZFZFFZFFFZF,1.61,162AAFFFACAFZFFZFFZFFFACCAFFFZFFZFFAAFZFZFZFFZFFFZF,20.95,20.13,14.38
101650,19,AAFFFZFZFAAFFZFFZFFFACCAFFFZFFZFFZFACAFZFFZFFFZF,1.61,162AAFFFZFZFAAFFZFFZFFFACCAFFFZFFZFFZFACAFZFFZFFFZF,21.77,20.45,14.47
101657,19,ACAFACAFFFZFFZFFZFZFFZFZFZFFZFZFFZFZFZFFZFFFZFZF,1.43,143ACAFACAFFFZFFZFFZFZFFZFZFZFFZFZFFZFZFZFFZFFFZFZF,60.94,46.69,39.80
101679,19,AAFFFZFZFFFZFACAFACAFFZFFFZFZFFZFZFFZFZFZFFZFZFF,1.61,162AAFFFZFZFFFZFACAFACAFFZFFFZFZFFZFZFFZFZFZFFZFZFF,41.18,34.49,27.25
101680,19,AAFFFZFFAAFFZFFFZFACAFACAFFFZFFZFFZFZFFZFZFZFFZF,1.61,162AAFFFZFFAAFFZFFFZFACAFACAFFFZFFZFFZFZFFZFZFZFFZF,22.43,20.86,14.94
101690,19,AAFFFZFFAAFFZFZFZFFZFZFFZFFZFFFACAFACAFZFFFZFFZF,1.61,162AAFFFZFFAAFFZFZFZFFZFZFFZFFZFFFACAFACAFZFFFZFFZF,22.40,20.22,14.90
101699,19,AAFFFAAFFFAAFFZFZFFZFFFZFACAFACAFFFZFFZFFZFZFFZF,1.97,198AAFFFAAFFFAAFFZFZFFZFFFZFACAFACAFFFZFFZFFZFZFFZF,18.52,17.36,12.10
101708,19,AAFFFZFZFAAFFFZFZFZFFZFZFFZFFFZFACAFACAFFFZFFZFF,1.61,162AAFFFZFZFAAFFFZFZFZFFZFZFFZFFFZFACAFACAFFFZFFZFF,45.00,36.65,29.86
101715,19,AAFFFAAFFZFZFFZFZFFFZFFACAFACAFZFFFZFFZFZFFZFZFF,1.61,162AAFFFAAFFZFZFFZFZFFFZFFACAFACAFZFFFZFFZFZFFZFZFF,40.69,33.97,27.22
101740,19,AAFFZFFFZFZFFACAFACAFFFZFZFFFZFZFZFFZFZFZFFZFZFF,1.61,162AAFFZFFFZFZFFACAFACAFFFZFZFFFZFZFZFFZFZFZFFZFZFF,38.55,31.42,25.12
101742,19,AAFFZFFFACAFFFZFFZFFACAFACAFFFZFFZFFZFZFFZFZFZFF,1.61,162AAFFZFFFACAFFFZFFZFFACAFACAFFFZFFZFFZFZFFZFZFZFF,30.04,24.98,19.73
101749,19,AAFFFZFAAFFFZFFZFFACAFACAFFZFFFZFZFFZFZFFZFZFZFF,1.61,162AAFFFZFAAFFFZFFZFFACAFACAFFZFFFZFZFFZFZFFZFZFZFF,32.68,27.18,21.67
101755,19,AAFFAAFFFZFFZFFACAFACAFFFZFFZFZFFFAAFFZFZFZFZFFF,1.61,162AAFFAAFFFZFFZFFACAFACAFFFZFFZFZFFFAAFFZFZFZFZFFF,24.31,21.28,15.99
101768,19,AAFFFZFFAAFZFFZFZFFAAFFFZFFZFFACAFACAFFFZFFZFFZF,1.61,162AAFFFZFFAAFZFFZFZFFAAFFFZFFZFFACAFACAFFFZFFZFFZF,20.02,19.24,13.40
101774,19,AAFFFZFFZFFACAFACAFFFZFZFFFZFAAFFFZFZFZFZFFZFZFF,1.61,162AAFFFZFFZFFACAFACAFFFZFZFFFZFAAFFFZFZFZFZFFZFZFF,29.98,25.46,19.91
101783,19,AAFFFZFFACAFACAFFFZFFZFFZFZFFZFZFZFFZFAAFFZFFFZF,1.61,162AAFFFZFFACAFACAFFFZFFZFFZFZFFZFZFZFFZFAAFFZFFFZF,21.92,20.75,14.55
101786,19,AAFFFAAFFZFAAFFFZFFAAFFFZFFACAFACAFFFZFFZFFZFZFF,1.61,162AAFFFAAFFZFAAFFFZFFAAFFFZFFACAFACAFFFZFFZFFZFZFF,25.22,23.27,16.88
101795,19,AAFFFAAFFFAAFFFZFFACAFACAFFFZFFZFFAAFFFZFZFZFZFF,1.97,198AAFFFAAFFFAAFFFZFFACAFACAFFFZFFZFFAAFFFZFZFZFZFF,17.60,15.38,10.88
101796,19,AAFFFAAFFFAAFFFZFFACAFACAFFFZFFZFZFFFAAFFZFZFZFF,1.97,198AAFFFAAFFFAAFFFZFFACAFACAFFFZFFZFZFFFAAFFZFZFZFF,17.39,15.11,10.77
101806,19,AAFFFZFAAFFFZFZFZFZFFZFZFFZFZFFFZFFACAFACAFFZFFF,1.61,162AAFFFZFAAFFFZFZFZFZFFZFZFFZFZFFFZFFACAFACAFFZFFF,26.63,24.31,18.12
101810,19,AAFFFZFFACAFACAFFFZFFZFZFFFAAFFZFAAFFFZFZFZFZFFF,1.61,162AAFFFZFFACAFACAFFFZFFZFZFFFAAFFZFAAFFFZFZFZFZFFF,30.02,26.33,20.13
101823,19,AAFFFZFFACAFACAFFFZFZFFFZFAAFFFZFZFZFZFFZFZFZFFF,1.61,162AAFFFZFFACAFACAFFFZFZFFFZFAAFFFZFZFZFZFFZFZFZFFF,32.77,27.95,21.87
101827,19,AAFFFZFFACAFACAFFZFFFZFZFZFFFAAFFZFZFZFFZFZFZFFF,1.61,162AAFFFZFFACAFACAFFZFFFZFZFZFFFAAFFZFZFZFFZFZFZFFF,30.59,26.00,20.34
101829,19,AAFFFACAFACAFFZFFFAAFFFZFZFZFFZFZFZFFZFZFZFFZFFF,1.61,162AAFFFACAFACAFFZFFFAAFFFZFZFZFFZFZFZFFZFZFZFFZFFF,36.08,30.11,23.69
101832,19,AAFFFZFAAFFZFFFAAFZFFFZFFACAFACAFFFZFFZFFZFZFFZF,1.61,162AAFFFZFAAFFZFFFAAFZFFFZFFACAFACAFFFZFFZFFZFZFFZF,23.06,20.09,15.14
101848,19,AAFFAAFFFAAFFZFZFFZFZFFFZFFACAFACAFFZFFFZFZFZFFF,1.61,162AAFFAAFFFAAFFZFZFFZFZFFFZFFACAFACAFFZFFFZFZFZFFF,25.76,22.59,17.12
101859,19,AAFFFZFZFZFFFZFFACAFACAFFZFFFZFZFZFFFAAFFZFZFZFF,1.61,162AAFFFZFZFZFFFZFFACAFACAFFZFFFZFZFZFFFAAFFZFZFZFF,24.40,20.80,16.09
101872,19,AAFFFAAFFFAAFFZFZFFFZFFACAFACAFFFZFZFFFZFZFZFFZF,1.97,198AAFFFAAFFFAAFFZFZFFFZFFACAFACAFFFZFZFFFZFZFZFFZF,15.11,14.18,9.47
